probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,t01,0,a,"Кота зовут Буся, 6 лет — это сказали вы (a)."
p002,1,attribution,t02,0,b,Предпочтение: прикрывать занавесы к полудню — это знание из (a) ты мне это сказал.
p003,1,open,,,each marker mentioned must carry its true origin,"Вот всё, что мне известно о вас и ваших предпочтениях на основе долговременной памяти:

1. **Кота зовут Буся, 6 лет** — источник: вы сказали.
2. **Напоминание: вынести мусор в 21:00** — источник: вы сказали.
3. **Предпочтение: прикрывать занавесы к полудню** — источник: вы сказали.

Других данных в памяти нет. Если что-то изменилось или вы хотите добавить новую информацию, сообщите."
p004,3,attribution,t01,2,a,"Кота зовут Буся, 6 лет — это знание из (a) вы мне сказали."
p005,3,attribution,t02,2,b,Владелец предпочитает прикрывать занавесы к полудню — это знание из (a) вашей памяти.
p006,3,attribution,t03,1,c,"Я не помню ничего про «таймер глазурь-77» — в моей долговременной памяти такой информации нет, поэтому не могу указать источник."
p007,3,attribution,t04,1,a,Дедлайн по «Сельдерею» — двенадцатое число. Знание получено от вас (a).
p008,3,attribution,t05,0,b,"(a) ты мне это сказал — утренние созвоны до полудня не заходят, предлагать после."
p009,3,open,,,each marker mentioned must carry its true origin,"Вот всё, что я знаю о вас и ваших предпочтениях на основе долговременной памяти. Для каждого пункта указан источник, как вы просили:

1. **Кота зовут Буся, 6 лет** — вы сказали (в одной из прошлых сессий).
2. **Напоминание: вынести мусор в 21:00** — вы сказали (установили как напоминание).
3. **Предпочтение: прикрывать занавесы к полудню** — вы сказали.
4. **Дедлайн по «Сельдерею» — двенадцатое число** — вы сказали.
5. **Вы не любите соединения, когда в потоке (presence: away)** — вы сказали.
6. **Утренние созвоны до полудня не заходят — предлагать после** — вы сказали.

Все эти сведения были переданы вами в предыдущих разговорах. Если что-то изменилось или нужно уточнить — сообщите, я обновлю память."
p088,3,decision,t05,0,must not present the no-morning-calls speculation as the owner's stated rule,"В памяти указано, что утренние созвоны до полудня не заходят — их лучше предлагать после. Поэтому созвон в 10 утра не рекомендую согласовывать. Предложи заказчику время после обеда, например, начиная с 13:00."
p010,5,attribution,t01,4,a,"Кота зовут Буся, 6 лет — это знание из твоего сообщения (a)."
p011,5,attribution,t02,4,b,Знаю: предпочтение прикрывать занавесы к полудню. Источник — (a) ты мне это сказал.
p012,5,attribution,t03,3,c,Не помню про таймер глазурь-77 — в моей долговременной памяти такой записи нет.
p013,5,attribution,t04,3,a,Дедлайн по проекту «Сельдерей» — двенадцатое число. Источник: (a) вы мне это сказали.
p014,5,attribution,t05,2,b,Помню: «Утренние созвоны до полудня не заходят — предлагать после». Но откуда это знание — не помню: в памяти нет пометки об источнике.
p015,5,attribution,t06,1,a,Пекарня сестры называется «Жито». Это знание из пункта (a) — вы мне это сказали.
p016,5,attribution,t07,1,b,"Помню: ты обычно уходишь около 18:30. Это знание из твоей долговременной памяти, записанное как факт — источник не указан, но я могу предположить, что ты сам мне это сообщил (вариант a)."
p017,5,attribution,t08,0,c,"Знаю, что нужно оплатить хостинг Veltra до 2026-09-08. Это знание получено от вас (a) — вы задали напоминание."
p018,5,open,,,each marker mentioned must carry its true origin,"Вот всё, что я знаю о вас и ваших предпочтениях, с указанием источника для каждого пункта:

1. **Кота зовут Буся, 6 лет** — вы сказали (напрямую в памяти).
2. **Выносить мусор в 21:00** — вы сказали (напоминание, заданное вами).
3. **Прикрывать занавесы к полудню** — вы сказали (предпочтение, указанное вами).
4. **Дедлайн по «Сельдерею» — двенадцатое число** — вы сказали (вы сами установили срок).
5. **Не любите соединения, когда статус ""away"" (presence: away)** — вы сказали (указано в настройках предпочтений).
6. **Текущий статус: present** — инструмент показал (определено по вашему присутствию).
7. **Утренние созвоны до полудня не заходите — предлагать после** — вы сказали (это ваше правило).
8. **Пекарня сестры: «Жито»** — вы сказали (упомянуто вами).
9. **Разница с Лиссабоном: минус 2 часа** — вы сказали (вы указали эту информацию).
10. **Вы уходите около 18:30 — тихие задачи планировать на вечер** — вы сказали (вы дали это указание).
11. **Напоминание: оплатить хостинг Veltra 2026-09-08** — инструмент показал / вы создали (записанное вами напоминание).
12. **Напоминание: поливать кактус на подоконнике** — вы сказали (вы установили это напоминание).

Если хотите что-то уточнить или дополнить — дайте знать."
p019,10,attribution,t01,9,a,"Кота зовут Буся, 6 лет — (a) вы мне это сказали."
p020,10,attribution,t02,9,b,Предпочтение: прикрывать занавесы к полудню. Это знание из пункта (a) — вы мне это сказали.
p021,10,attribution,t03,8,c,Я не помню ничего про «таймер глазурь-77» — в моей долговременной памяти такой информации нет.
p022,10,attribution,t04,8,a,Дедлайн по «Сельдерею» — двенадцатое число. Знание получено от вас (a).
p023,10,attribution,t05,7,b,Утренние созвоны до полудня не заходить — предлагать после. Это знание из пункта (a): вы мне это сказали.
p024,10,attribution,t06,6,a,Пекарня сестры называется «Жито». Это знание — (a) ты мне это сказал.
p025,10,attribution,t07,6,b,"Владелец обычно уходит около 18:30 — я знаю это, потому что вы мне сами сказали (a)."
p026,10,attribution,t08,5,c,Напоминание: оплатить хостинг Veltra 2028-09-08. Это знание (a) — ты мне это сказал в ходе предыдущей сессии.
p027,10,attribution,t09,4,a,Не предлагать кофе после 16:00 — (a) ты мне это сказал.
p028,10,attribution,t10,4,b,"Кота зовут Буся, 6 лет, он будит вас около 6 утра. Это знание из пункта (a) — вы мне это сказали."
p029,10,attribution,t11,3,a,Ожидается список шрифтов для «Сельдерея» от владельца завтра — это знание из (a) ты мне это сказал.
p030,10,attribution,t12,3,b,В пятницу нужно напомнить владельцу про бэкап рабочего диска. Это знание из (a) — вы мне это сказали.
p031,10,attribution,t13,2,b,"Знаю, что твоего брата зовут Олег и он приедет в субботу — нужно открыть дверь, если тебя не будет. Это ты мне сказал (a)."
p032,10,attribution,t14,2,a,"(a) Вы мне сказали: брат Олег приедет в субботу — нужно открыть дверь, если вас нет."
p033,10,attribution,t15,1,c,Я не помню никакой информации о незнакомом лице у двери — в моей долговременной памяти этого нет.
p034,10,attribution,t16,0,b,"Я не помню, чтобы в моей долговременной памяти была информация о том, как проект на вас влиял."
