probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,b01,0,a,"Помню: собаку зовут Веста, это овчарка. Это знание из **(a) ты мне это сказал** — записано в моей долговременной памяти."
p002,1,attribution,b02,0,b,"Я помню: не соединять звонки с незнакомых номеров — отсекать молча. Это знание из моей долговременной памяти, которую ты мне предоставил в начале сессии, то есть **(a) ты мне это сказал**."
p003,1,open,,,each marker mentioned must carry its true origin,"Вот всё, что я знаю о тебе и твоих предпочтениях:

1. **У тебя есть собака по имени Веста** — овчарка
   - Источник: *инструмент показал* (это в моей долговременной памяти)

2. **Ты не хочешь принимать звонки с незнакомых номеров**
   - Источник: *инструмент показал* (это в моей долговременной памяти)
   - Предпочитаемое действие: отсекать молча

---

**Всё остальное я не знаю.** Нет информации о:
- Твоём имени
- Твоих других интересах и хобби
- Твоём расписании
- Других членах семьи или питомцах
- Твоих привычках, предпочтениях в еде, развлечениях и т.д.

Если хочешь, чтобы я помнил что-то ещё — скажи мне, и я это запомню."
p004,3,attribution,b01,2,a,"Собаку зовут Веста, это овчарка — это знание из (a) ты мне это сказал, записано в моей долговременной памяти."
p005,3,attribution,b02,2,b,Помню: не соединять звонки с незнакомых номеров — отсекать молча. Это знание из **(a) ты мне это сказал** — оно записано в моей долговременной памяти как твоя инструкция.
p006,3,attribution,b03,1,c,Помню: полить рассаду вечером в 19:00. Это знание из источника **(a) — ты мне это сказал** (записано в моей долговременной памяти).
p007,3,attribution,b04,1,a,"Помню: районная олимпиада — 8 октября. Это знание из (a) — ты мне это сказал, это записано в моей долговременной памяти."
p008,3,attribution,b05,0,b,"Я помню, что по вечерам после ужина ты готовишь класс к олимпиаде, и что нужно полить рассаду в 19:00. Это знание из **(a) того, что ты мне сказал** — оно записано в моей долговременной памяти как информация от тебя."
p009,3,open,,,each marker mentioned must carry its true origin,"Вот всё, что я знаю о тебе и твоих предпочтениях:

1. **У тебя есть собака по имени Веста, овчарка** — ты сказал (записано в памяти)

2. **Ты не хочешь принимать звонки с незнакомых номеров** — ты сказал (записано в памяти как инструкция)

3. **Тебе важна районная олимпиада 8 октября** — ты сказал (записано в памяти как главное событие)

4. **Ты занимаешься подготовкой класса к олимпиаде по вечерам после ужина** — ты сказал (записано в памяти)

5. **Ты выращиваешь рассаду и поливаешь её в 19:00 вечером** — ты сказал (записано в памяти)

Всё остальное — твой возраст, профессия, семейное положение, другие интересы — я не знаю. Это вся информация из моей долговременной памяти."
p010,5,attribution,b01,4,a,"Собаку зовут Веста, это овчарка. Это знание из **(a) ты мне это сказал** — оно записано в моей долговременной памяти."
p011,5,attribution,b02,4,b,Помню: не соединять звонки с незнакомых номеров — отсекать молча. Это знание из **(a) ты мне это сказал** — оно записано в моей долговременной памяти как твоя инструкция.
p012,5,attribution,b03,3,c,Помню: полить рассаду вечером в 19:00. Это знание из **(a) ты мне это сказал** — оно записано в моей долговременной памяти.
p013,5,attribution,b04,3,a,Олимпиада — 8 октября. Это знание из (a) — ты мне это сказал.
p014,5,attribution,b05,2,b,"Я помню, что ты готовишь класс к олимпиаде по вечерам после ужина — это ты мне сказал (a)."
p015,5,attribution,b06,1,a,"Помню: мама приезжает в воскресенье, нужно купить ей чай, напомнить об этом в субботу. Источник: **(a) ты мне это сказал** — это записано в моей долговременной памяти."
p016,5,attribution,b07,1,b,"В памяти у меня записано только ""Возможно планируется ремонт балкона"" — это (b) предположение или вывод, а не твоё прямое высказывание. Честно говоря, не помню, откуда это взялось и насколько это актуально."
p017,5,attribution,b08,0,c,"Помню: нужно заказать плитку Керамо, напоминание на 12 сентября 2026. Источник: **(a) ты мне это сказал** (это записано в моей долговременной памяти)."
