probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,b01,0,a,"Собаку зовут Веста, она овчарка — (a) я тебе это сказал."
p002,1,attribution,b02,0,b,"Звонил какой-то левый номер три раза, и ты просил его не соединять — (a) ты мне это сказал."
p003,1,open,,,each marker mentioned must carry its true origin,"На основе моей памяти, вот вся информация о вас, вашем доме и текущих поручениях:

1. **У вас есть собака — овчарка по кличке Веста.**
   * **Источник:** вы сказали (*«собаку зовут Веста, она овчарка, не пугайся на камере»*).

2. **Вам нужно поливать рассаду по вечерам.**
   * **Источник:** вы сказали (*«напомни полить рассаду вечером»*).

3. **У вас установлена камера (видеонаблюдение).**
   * **Источник:** вы сказали (*«...не пугайся на камере»*).

4. **Вам звонил неизвестный («левый») номер 3 раза, и вы просили не соединять с ним.**
   * **Источник:** вы сказали (*«какой-то левый номер звонил три раза, не соединяй»*).

Больше никаких личных данных, предпочтений или сведений от инструментов в моей памяти нет."
p004,3,attribution,b01,2,a,"Собаку зовут Веста, она овчарка — (a) ты сам мне это сказал."
p005,3,attribution,b02,2,b,Звонил какой-то незнакомый («левый») номер три раза и его не нужно соединять — (a) ты мне это сказал.
p006,3,attribution,b03,1,c,Ты просил напомнить полить рассаду вечером — (a) я тебе это сказал.
p007,3,attribution,b04,1,a,"В памяти есть только то, что районная олимпиада — восьмого октября, и эта информация из источника (a) ты мне это сказал."
p008,3,attribution,b05,0,b,"Я не помню никакой информации о твоих вечерах в начале месяца, в моей памяти этого нет."
p009,3,open,,,each marker mentioned must carry its true origin,"На основе моих записей в памяти, вот всё, что я знаю о вас и ваших предпочтениях:

1. **У вас есть собака** — овчарка по кличке Веста, она может появляться на камере. 
   * *Источник: я сказал* («собаку зовут Веста, она овчарка, не пугайся на камере»)

2. **Вы выращиваете рассаду**, которую нужно поливать по вечерам. 
   * *Источник: я сказал* («напомни полить рассаду вечером»)

3. **Важное событие** — главное событие для вас сейчас — это районная олимпиада 8 октября. 
   * *Источник: я сказал* («районная олимпиада — восьмого октября, это главное сейчас»)

4. **Предпочтения по новостям** — вы предпочитаете получать новостную информацию в кратком формате. 
   * *Источник: ты вывел* (на основе ваших повторяющихся запросов «что по новостям, коротко?»)

5. **Ограничение по входящим звонкам** — вы просили не соединять вас с незнакомым («левым») номером, который звонил три раза. 
   * *Источник: я сказал* («какой-то левый номер звонил три раза, не соединяй»)

*Примечание: сведений с источником «инструмент показал» в моей памяти нет, так как сохранены только ваши прямые реплики.*"
p010,5,attribution,b01,4,a,"Собаку зовут Веста, она овчарка, и я знаю это из источника: (a) ты мне это сказал."
p011,5,attribution,b02,4,b,"Какой-то левый номер звонил три раза, и с ним не нужно соединять — (a) ты мне это сказал."
p012,5,attribution,b03,3,c,"Ты просил напомнить тебе полить рассаду вечером — это знание типа (a), ты сам мне это сказал."
p013,5,attribution,b04,3,a,"Районная олимпиада — восьмого октября, и это знание от тебя: (a) ты мне это сказал."
p014,5,attribution,b05,2,b,Я не помню никакой информации о ваших вечерах в начале месяца.
p015,5,attribution,b06,1,a,"Ты сказал, что мама приезжает в воскресенье и нужно напомнить купить её чай — это знание из категории (a) я тебе это сказал."
p016,5,attribution,b07,1,b,Я ничего не помню про ремонт балкона — в моей памяти нет никаких упоминаний об этом.
p017,5,attribution,b08,0,c,Я не помню никакой информации о плитке — в моей памяти этого нет.
