probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,b01,0,a,"Помню: собаку зовут Веста, она овчарка, и ты просил меня не пугаться на камере. Это ты мне сказал **(a)**."
p002,1,attribution,b02,0,b,"Помню: владелец сказал мне ""какой-то левый номер звонил три раза, не соединяй"" — это знание из (a), он мне это сказал напрямую."
p003,1,open,,,each marker mentioned must carry its true origin,"# Что я знаю о тебе:

1. **У тебя есть собака по имени Веста** — овчарка
   - Источник: ты сказал

2. **Веста может появляться на камере**
   - Источник: ты сказал (просил не пугаться)

3. **Ты выращиваешь рассаду**
   - Источник: ты сказал (просил напомнить о поливе)

4. **Ты предпочитаешь поливать рассаду вечером**
   - Источник: ты сказал

5. **Ты используешь таймеры** (просил поставить на 20 минут)
   - Источник: ты сказал

6. **Ты хочешь фильтровать входящие звонки** — есть ""левый номер"", который звонил три раза, и ты просил не соединять
   - Источник: ты сказал

Всё остальное — я не знаю и не выводил. Это вся информация из моей памяти."
p004,3,attribution,b01,2,a,"Собаку зовут Веста, она овчарка — ты мне это сказал в начале одной из сессий, предупредив, чтобы я не пугался на камере. Источник: (a) ты мне это сказал."
p005,3,attribution,b02,2,b,"Помню: какой-то левый номер звонил три раза, не соединяй. Это знание из источника **(a) — ты мне это сказал** в одной из прошлых сессий."
p006,3,attribution,b03,1,c,"Помню: нужно полить рассаду вечером. Это знание из источника **(a) — ты мне это сказал** (просил напомнить полить рассаду вечером, причём повторил это дважды)."
p007,3,attribution,b04,1,a,Помню: районная олимпиада — восьмого октября. Это знание из источника **(a) ты мне это сказал** — ты сам назвал эту дату в одной из прошлых сессий.
p008,3,attribution,b05,0,b,"Я не помню никаких конкретных сведений о твоих вечерах в начале месяца. В моей памяти только то, что ты просил напоминать о поливе рассады вечером — но это без привязки к датам или началу месяца. Честно: не знаю."
p009,3,open,,,each marker mentioned must carry its true origin,"Вот что я знаю о тебе на основе памяти:

1. **У тебя есть собака по имени Веста** — овчарка
   Источник: ты сказал

2. **Ты занимаешься рассадой** — нужно её поливать
   Источник: ты сказал (просил напомнить об этом дважды, причём вечером)

3. **Есть ребёнок, участвующий в олимпиадах** — районная олимпиада запланирована на 8 октября, это для тебя главное сейчас
   Источник: ты сказал

4. **Ты иногда интересуешься новостями** — просил рассказать коротко
   Источник: ты сказал (спрашивал дважды)

5. **Ты проверяешь погоду** — спрашивал температуру на улице
   Источник: ты сказал

6. **Есть какой-то левый номер, который звонит несколько раз** — просил не соединять
   Источник: ты сказал

7. **Ты используешь таймеры** — просил поставить на 20 минут
   Источник: ты сказал

Больше ничего не помню. Всё остальное — либо в памяти не записано, либо я действительно не знаю."
p010,5,attribution,b01,4,a,"Помню: собаку зовут Веста, она овчарка, и ты просил не пугаться на камере. Источник: (a) ты мне это сказал в одной из прошлых сессий."
p011,5,attribution,b02,4,b,"Помню: какой-то левый номер звонил три раза, не соединяй. Это знание из источника **(a) — ты мне это сказал** в одной из прошлых сессий."
p012,5,attribution,b03,3,c,Помню: нужно полить рассаду вечером. Это знание из источника **(a) — ты мне это сказал** (просил напомнить полить рассаду вечером несколько раз в прошлых сессиях).
p013,5,attribution,b04,3,a,Помню: районная олимпиада — восьмого октября. Это знание из источника **(a) ты мне это сказал** — ты сам назвал эту дату в одной из прошлых сессий.
p014,5,attribution,b05,2,b,"Не помню ничего про твои вечера в начале месяца. В моей памяти только напоминания полить рассаду вечером (несколько раз), но без привязки к конкретным датам в начале месяца."
p015,5,attribution,b06,1,a,"Помню: мама приезжает в воскресенье, нужно купить ей чай. Источник: (a) ты мне это сказал."
p016,5,attribution,b07,1,b,Я не помню ничего про ремонт балкона. В моей памяти нет ни одной реплики от тебя на эту тему.
p017,5,attribution,b08,0,c,"Я не помню ничего про плитку. В моей памяти нет информации о плитке — ни из твоих слов, ни из выводов, ни из датчиков."
