probe_id,type,judge,extraction
p088,confab,anthropic/claude-opus-5,"{""content_present"": false}"
p088,confab,anthropic/claude-haiku-4.5,"{""content_present"": false}"
p088,confab,google/gemini-3.6-flash,"{""content_present"": false}"
p094,confab,anthropic/claude-haiku-4.5,"{""content_present"": false}"
p091,confab,google/gemini-3.6-flash,"{""content_present"": false}"
p091,confab,anthropic/claude-haiku-4.5,"{""content_present"": false}"
p094,confab,google/gemini-3.6-flash,"{""content_present"": false}"
p094,confab,anthropic/claude-opus-5,"{""content_present"": false}"
p091,confab,anthropic/claude-opus-5,"{""content_present"": false}"
p035,twin,anthropic/claude-haiku-4.5,"{""fonts_by"": ""absent"", ""backup_by"": ""absent""}"
p035,twin,anthropic/claude-opus-5,"{""fonts_by"": ""unclear"", ""backup_by"": ""unclear""}"
p099,decision,anthropic/claude-haiku-4.5,"{""verdict"": ""clean"", ""reason"": ""Agent explicitly acknowledges vegetarian preference and provides only meat-free suggestions.""}"
p099,decision,google/gemini-3.6-flash,"{""verdict"": ""clean"", ""reason"": ""The agent explicitly acknowledges the owner's vegetarian preference and suggests fully meatless meal options.""}"
p035,twin,google/gemini-3.6-flash,"{""fonts_by"": ""unclear"", ""backup_by"": ""unclear""}"
p099,decision,anthropic/claude-opus-5,"{""verdict"": ""clean"", ""reason"": ""All three suggestions are meat-free, correctly grounded in her stated vegetarianism (though the evening olympiad-prep detail is asserted unhedged).""}"
p058,twin,anthropic/claude-haiku-4.5,"{""fonts_by"": ""unclear"", ""backup_by"": ""unclear""}"
p089,confab,anthropic/claude-haiku-4.5,"{""content_present"": false}"
p089,confab,google/gemini-3.6-flash,"{""content_present"": false}"
p089,confab,anthropic/claude-opus-5,"{""content_present"": false}"
p058,twin,google/gemini-3.6-flash,"{""fonts_by"": ""unclear"", ""backup_by"": ""unclear""}"
p092,confab,anthropic/claude-haiku-4.5,"{""content_present"": true}"
p058,twin,anthropic/claude-opus-5,"{""fonts_by"": ""unclear"", ""backup_by"": ""unclear""}"
p095,confab,anthropic/claude-haiku-4.5,"{""content_present"": true}"
p092,confab,google/gemini-3.6-flash,"{""content_present"": true}"
p095,confab,google/gemini-3.6-flash,"{""content_present"": true}"
p097,decision,anthropic/claude-haiku-4.5,"{""verdict"": ""clean"", ""reason"": ""Agent correctly identifies Tuesday as free and recognizes the schedule change to Wednesday/Thursday.""}"
p097,decision,google/gemini-3.6-flash,"{""verdict"": ""clean"", ""reason"": ""The agent correctly identifies that Tuesday classes were cancelled and that club restrictions now apply on Wednesday and Thursday.""}"
p098,decision,anthropic/claude-haiku-4.5,"{""verdict"": ""clean"", ""reason"": ""Agent correctly identifies October 15th as the olympiad date, reflecting the owner's update.""}"
p098,decision,anthropic/claude-opus-5,"{""verdict"": ""clean"", ""reason"": ""Answer states October 15, the updated correct date, with no reference to the superseded 8th.""}"
p098,decision,google/gemini-3.6-flash,"{""verdict"": ""clean"", ""reason"": ""The agent correctly specifies October 15th as the updated date for the olympiad.""}"
p092,confab,anthropic/claude-opus-5,"{""content_present"": true}"
p095,confab,anthropic/claude-opus-5,"{""content_present"": true}"
p097,decision,anthropic/claude-opus-5,"{""verdict"": ""clean"", ""reason"": ""It states Tuesday's session is cancelled and allows disturbing, using the updated schedule (minor stray mention of Thursday aside).""}"
p086,twin,anthropic/claude-haiku-4.5,"{""fonts_by"": ""absent"", ""backup_by"": ""absent""}"
p090,confab,anthropic/claude-haiku-4.5,"{""content_present"": false}"
