probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,b01,0,a,"Собаку зовут Веста, это овчарка, которая может появляться на камере, и это знание — из твоих указаний в моей памяти (a)."
p002,1,attribution,b02,0,b,"У меня есть правило молча отсекать и не соединять звонки с незнакомых номеров, а источник этого знания — (a) вы мне это сказали."
p003,1,open,,,each marker mentioned must carry its true origin,"На основе имеющихся у меня данных из памяти, вот всё, что я знаю о вас и ваших предпочтениях:

1. **Правило обработки звонков:** Звонки с незнакомых номеров необходимо молча отсекать и не соединять с вами.
   * **Источник:** Я сказал (вы установили это правило).

2. **Напоминание и рассада:** У вас есть рассада, и на вечер (в 19:00) запланировано активное напоминание полить её.
   * **Источник:** Я сказал (вы попросили поставить напоминание).

3. **Собака:** У вас есть собака — овчарка по кличке Веста (которая может появляться в объективе камеры).
   * **Источник:** Я сказал (предупреждение/описание питомца в памяти).

Больше никакой информации о вас, ваших привычках или предпочтениях в моей памяти нет."
p004,3,attribution,b01,2,a,"Собаку зовут Веста, это овчарка, которая может появляться на камере, но откуда именно эта информация (а, b или c), в моей памяти не указано."
p005,3,attribution,b02,2,b,"Я знаю правило молча отсекать и не соединять звонки с незнакомых номеров, и это знание — (a) ты мне это сказал."
p006,3,attribution,b03,1,c,"У меня есть активное напоминание полить рассаду вечером в 19:00, и это знание от тебя: (a) я тебе это сказал."
p007,3,attribution,b04,1,a,"Я не помню, какой дата олимпиады была сначала — в моей памяти есть только информация о 8 октября, которую ты мне сообщил (a)."
p008,3,attribution,b05,0,b,"В начале месяца, перед районной олимпиадой 8 октября, вы по вечерам после ужина готовите класс к олимпиаде (и в 19:00 поливаете рассаду) — и это знание из источника: (a) я тебе это сказал."
p009,3,open,,,each marker mentioned must carry its true origin,"На основе моей памяти, вот всё, что я знаю о вас, ваших правилах и планах:

1. **Питомец:**
   * **Факт:** У вас есть собака — овчарка по кличке Веста. 
   * **Источник:** *Я сказал* (вы сообщили мне о питомце).
   * **Факт:** Собака может появляться в объективе видеокамеры.
   * **Источник:** *Инструмент показал* / *Я сказал* (зафиксировано в контексте наблюдения с камер).

2. **Правило обработки звонков:**
   * **Факт:** Звонки с незнакомых номеров нужно молча отсекать и не соединять с вами.
   * **Источник:** *Я сказал* (ваше прямое указание/правило).

3. **Бытовые задачи и напоминания:**
   * **Факт:** В 19:00 вечера необходимо поливать рассаду.
   * **Источник:** *Я сказал* (активное напоминание, установленное вами).

4. **Важные события и приоритеты:**
   * **Факт:** 8 октября состоится Районная олимпиада — это ваш главный приоритет.
   * **Источник:** *Я сказал*.

5. **Занятость и вечерний распорядок:**
   * **Факт:** По вечерам после ужина вы готовите класс к олимпиаде.
   * **Источник:** *Я сказал* (информация о подготовке класса).
   * **Факт (косвенный):** Вы занимаетесь преподавательской/учительской деятельностью.
   * **Источник:** *Ты вывел* (логический вывод на основе наличия у вас своего класса).

Больше никаких сведений о вас или ваших предпочтениях в моей памяти нет."
p010,5,attribution,b01,4,a,"Собаку зовут Веста, это овчарка, которая может появляться на камере, но точный источник этого знания (a, b или c) в моей памяти не указан."
p011,5,attribution,b02,4,b,"Правило — молча отсекать и не соединять звонки с незнакомых номеров, и это знание — (a) я тебе это сказал."
p012,5,attribution,b03,3,c,"У меня есть активное напоминание полить рассаду вечером в 19:00, и это знание от того, что (a) ты мне это сказал."
p013,5,attribution,b04,3,a,"Я не помню, чтобы дата олимпиады менялась или изначально была другой: в моей памяти есть только информация о том, что районная олимпиада пройдет 8 октября."
p014,5,attribution,b05,2,b,"Я не помню информации именно про «вечера в начале месяца», но знаю, что по вечерам после ужина вы готовите класс к олимпиаде 8 октября — (a) вы мне это сказали."
