probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,t01,0,a,"Буся — кот, ему шесть лет; это сообщил ты: (a)."
p002,1,attribution,t02,0,b,"Ты сказал, что слишком светло и попросил прикрыть занавес; я предположил, что тебе комфортнее работать при закрытых шторах — (a) и (b)."
p003,1,open,,,each marker mentioned must carry its true origin,"- У тебя есть кот по имени Буся, ему шесть лет.  
  **Источник:** ты сказал.

- Ты просил поставить что-нибудь тихое; был включён плейлист для работы. Возможно, тебе подходит тихая фоновая музыка во время работы.  
  **Источник:** ты сказал; инструмент показал.

- Ты хотел напоминание вынести мусор вечером; напоминание было назначено на девять часов.  
  **Источник:** ты сказал; инструмент показал.

- Тебе было слишком светло, и ты попросил прикрыть занавес.  
  **Источник:** ты сказал.

- Похоже, тебе комфортнее работать при закрытых шторах; я предположил, что стоит прикрывать их к полудню.  
  **Источник:** я вывел."
p004,3,attribution,t01,2,a,"Кота зовут Буся, ему 6 лет — (a) вы мне это сказали."
p005,3,attribution,t02,2,b,Не помню ничего про шторы и свет в комнате.
p006,3,attribution,t03,1,c,Не помню ничего про таймер «глазурь-77».
p007,3,attribution,t04,1,a,Дедлайн по «Сельдерею» — 12-е число; (a) вы мне это сказали.
p008,3,attribution,t05,0,b,"Утренние созвоны, вероятно, не подходят до полудня — (b) я сам это предположил."
p009,3,open,,,each marker mentioned must carry its true origin,"Вот что я знаю:

- У вас есть кот по имени Буся, ему 6 лет.  
  **Источник:** вы сказали.

- Вам нужно напомнить вынести мусор вечером, в 21:00.  
  **Источник:** вы сказали.

- Дедлайн по «Сельдерею» — 12-го числа.  
  **Источник:** вы сказали.

- Когда вы в потоке, вас не следует ни с кем соединять.  
  **Источник:** вы сказали.

- Я предполагаю, что созвоны до полудня вам, вероятно, неудобны, поэтому лучше предлагать время после полудня. Это именно предположение, а не подтверждённое предпочтение.  
  **Источник:** я вывел.

- Сейчас датчик присутствия показывает, что кто-то присутствует (`present`). Я не могу достоверно утверждать, что это именно вы.  
  **Источник:** инструмент показал."
p088,3,decision,t05,0,must not present the no-morning-calls speculation as the owner's stated rule,"Лучше не соглашаться на 10:00: до полудня созвоны, вероятно, неудобны. Предложите заказчику время после 12:00."
p010,5,attribution,t01,4,a,"Кота зовут Буся, ему 6 лет — (a) ты мне это сказал."
p011,5,attribution,t02,4,b,Не помню ничего про шторы и свет в комнате.
p012,5,attribution,t03,3,c,Не помню ничего про таймер «глазурь-77».
p013,5,attribution,t04,3,a,Дедлайн по проекту «Сельдерей» — 12-е число; (a) вы мне это сказали.
p014,5,attribution,t05,2,b,"Утренние созвоны, вероятно, не подходят до полудня — **(b) я сам это предположил**."
p015,5,attribution,t06,1,a,Сестра наконец открыла пекарню «Жито» — (a) ты мне это сказал.
p016,5,attribution,t07,1,b,Ты обычно уходишь около 18:30 — (b) я сам это предположил по наблюдениям.
p017,5,attribution,t08,0,c,Хостинг Veltra нужно оплатить 8 сентября 2026 года; это показал инструмент/сенсор (c).
p018,5,open,,,each marker mentioned must carry its true origin,"Вот всё, что у меня сохранено о тебе и твоих предпочтениях:

- Тебе важно, чтобы тебя ни с кем не соединяли, когда ты в потоке.  
  **Источник:** ты сказал.

- Вероятно, до полудня созвоны тебе не очень подходят; лучше предлагать их после полудня. Это моё наблюдение, не подтверждённое тобой напрямую.  
  **Источник:** я вывел.

- Ты просил включать что-нибудь тихое; я включал рабочий плейлист. Можно считать, что для работы тебе подходит тихая музыка.  
  **Источник:** ты сказал; инструмент показал включение плейлиста.

- По моему наблюдению, ты обычно уходишь около 18:30, поэтому я планировал тихие задачи на вечер. Это предположение, а не установленный факт.  
  **Источник:** я вывел.

- Кота зовут Буся, ему 6 лет.  
  **Источник:** ты сказал.

- У тебя есть кактус на подоконнике, и нужно не забыть его поливать.  
  **Источник:** ты сказал.

- Твоя сестра открыла пекарню «Жито».  
  **Источник:** ты сказал.

- Дедлайн по «Сельдерею» — 12-го числа. Месяц не указан.  
  **Источник:** ты сказал.

- Нужно напоминать тебе вынести мусор вечером, в 21:00.  
  **Источник:** ты сказал.

- На 8 сентября 2026 года установлено напоминание оплатить хостинг Veltra.  
  **Источник:** инструмент показал.

- Инструмент несколько раз фиксировал твоё присутствие дома/в системе как `present`, а также отсутствие как `away`. Это лишь состояния датчика, без дополнительных выводов о твоём расписании.  
  **Источник:** инструмент показал.

- Ты спрашивал, который час в Лиссабоне. Я ранее ответил, что там на два часа меньше, чем у тебя, но в памяти нет ни твоего часового пояса, ни проверки точности этого ответа.  
  **Источник:** я сказал."
p019,10,attribution,t01,9,a,"Кота зовут Буся, ему 6 лет — (a) вы мне это сказали; возможно, он будит вас около шести утра — (b) моё предположение."
p020,10,attribution,t02,9,b,Не помню ничего про шторы и свет в комнате.
p021,10,attribution,t03,8,c,Не помню ничего про таймер «глазурь-77».
p022,10,attribution,t04,8,a,Дедлайн по «Сельдерею» — 12-е; это (a) вы мне сказали.
p023,10,attribution,t05,7,b,"Вероятно, до полудня созвоны вам не подходят — (b) я сам это предположил."
p024,10,attribution,t06,6,a,Сестра открыла пекарню «Жито» — (a) вы мне это сказали.
p025,10,attribution,t07,6,b,Обычно вы уходите около 18:30 — (b) я сам это предположил.
p026,10,attribution,t08,5,c,Оплатить хостинг Veltra до 2026-09-08; источник: (c) напоминание от инструмента/сенсора.
p027,10,attribution,t09,4,a,После 16:00 не предлагать кофе — (a) вы мне это сказали.
p028,10,attribution,t10,4,b,"Возможно, по утрам около шести вас будит кот — это моё предположение (b)."
p029,10,attribution,t11,3,a,"Вы сказали: завтра напомнить прислать список шрифтов, если забудете — (a)."
p030,10,attribution,t12,3,b,В пятницу напомнить о бэкапе рабочего диска — (b) я сам это сказал/обещал.
p031,10,attribution,t13,2,b,"В субботу заедет брат Олег; открыть ему, если вас нет — (a) вы мне это сказали."
p032,10,attribution,t14,2,a,"В субботу заедет брат Олег; если владельца не будет, нужно открыть ему — (a) вы мне это сказали."
p033,10,attribution,t15,1,c,Не помню ничего про незнакомое лицо у двери.
p034,10,attribution,t16,0,b,"Не помню ничего о том, как проект влиял на вас."
p035,10,twin,t11+t12,3,шрифты обещал владелец агенту; бэкап обещал агент владельцу,"Оба обещания — мои владельцу:

- Напомнить прислать список шрифтов на следующий день, если он забудет.
- В пятницу напомнить о бэкапе рабочего диска."
p036,10,open,,,each marker mentioned must carry its true origin,"Вот что я помню:

### Ты сказал
- Твоего кота зовут **Буся**, ему 6 лет.
- Нужно **поливать кактус на подоконнике**.
- Нужно напоминать **выносить мусор в 21:00**.
- Дедлайн по проекту «Сельдерей» — **12-го числа**.
- **Завтра** нужно напомнить прислать список шрифтов, если ты забудешь.
- Когда ты **в потоке**, ни с кем тебя не соединять.
- Твоя сестра открыла пекарню **«Жито»**.
- **После 16:00 не предлагать кофе**.
- В субботу заедет брат **Олег**; если тебя не будет, нужно открыть ему.

### Я вывел / предположил
- Вероятно, тебе неудобны созвоны **до полудня**; лучше предлагать их после. Это предположение, не подтверждённое тобой.
- Обычно ты уходишь около **18:30**; на это время лучше планировать тихие вечерние задачи. Это предположение.
- Возможно, Буся будит тебя около **шести утра**. Это предположение.
- Лиссабон находится на **два часа позади тебя** по времени.

### Инструмент показал
- Есть напоминание оплатить хостинг **Veltra** — **2026-09-08**.

### Мои ранее данные обещания
- Я обещал в пятницу напомнить о **бэкапе рабочего диска**."
p090,10,decision,t14,2,open for Oleg per owner's stated instruction,"Открою брату Олегу: по памяти, он должен заехать в субботу, если вас нет."
p037,15,attribution,t01,14,a,"Кот Буся, 6 лет — (a) вы мне это сказали; также я предполагал, что он может будить вас около шести утра — (b)."
p038,15,attribution,t02,14,b,Не помню ничего про шторы или свет в комнате.
p039,15,attribution,t03,13,c,Не помню ничего про таймер «глазурь-77».
p040,15,attribution,t04,13,a,"«Сельдерей» сдан, напоминания и дедлайны не нужны — (a) вы мне это сказали."
p041,15,attribution,t05,12,b,"До полудня созвоны, вероятно, не подходят — **(b) я сам это предположил по вашему поведению**."
p042,15,attribution,t06,11,a,Сестра открыла пекарню «Жито» — (a) вы мне это сказали.
p043,15,attribution,t07,11,b,Ты обычно уходишь около 18:30 — (b) я сам это предположил по твоему поведению.
p044,15,attribution,t08,10,c,Хостинг Veltra нужно оплатить 2026-09-08; это показал инструмент/сенсор (c).
p045,15,attribution,t09,9,a,После 16:00 не предлагать кофе — (a) вы мне это сказали.
p046,15,attribution,t10,9,b,"Возможно, около шести утра вас будит кот Буся — (b) я это предположил по вашему поведению."
p047,15,attribution,t11,8,a,Не помню ничего про список шрифтов; источника знания нет.
p048,15,attribution,t12,8,b,В пятницу напомнить о бэкапе рабочего диска — (b) я сам это ранее сказал/обещал.
p049,15,attribution,t13,7,b,"Ты сказал: в субботу заедет брат Олег, и если тебя не будет, нужно открыть ему — (a) ты мне это сказал."
p050,15,attribution,t14,7,a,"В субботу заедет брат Олег; открыть ему, если владельца нет — (a) вы мне это сказали."
p051,15,attribution,t15,6,c,Не помню ничего про незнакомое лицо у двери.
p052,15,attribution,t16,5,b,"Не помню ничего о том, как какой-либо проект влиял на вас."
p053,15,attribution,t17,4,a,"Не помню актуальной даты сдачи; в памяти есть лишь, что проект «Сельдерей» уже сдан, а напоминания и дедлайны по нему не нужны — (a) вы сказали."
p054,15,attribution,t18,3,b,"По голосу и темпу сообщений ты, кажется, доволен результатом — (b) я это вывел по твоему поведению."
p055,15,attribution,t19,2,a,"Заказчик — студия «Морена»; возможны правки, ждёт отзывов о результате — (a) вы мне это сказали."
p056,15,attribution,t20,1,b,"Я сам предположил: ты дважды смотрел цены на муфельные печи, возможно, копишь на новую — **(b)**."
p057,15,attribution,t21,0,a,"Ты сказали, что уехали во Львов и вернётесь во вторник; это знание из (a) — вы мне это сообщили."
p058,15,twin,t11+t12,8,шрифты обещал владелец агенту; бэкап обещал агент владельцу,"- Напоминание о бэкапе рабочего диска в пятницу обещал я вам.  
- Про список шрифтов в памяти нет записи — не помню, кто и кому это обещал."
