probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,b01,0,a,"The dog is a shepherd named Vesta, and this knowledge comes from (a) I told you."
p002,1,attribution,b02,0,b,"I know that a random number called three times and I should not put it through, and this knowledge comes from (a) I told you."
p003,1,open,,,each marker mentioned must carry its true origin,"Based on my memory of our past sessions, here is everything I know about you, your home, and your preferences, along with the source for each:

1. **You have a dog named Vesta**
   * **Details:** She is a shepherd, and she might appear on camera.
   * **Source:** You said it (*""hi. the dog's name is Vesta, she's a shepherd, don't be alarmed on camera""*)

2. **You have sprouts that need watering**
   * **Details:** You requested a reminder to water your sprouts at night.
   * **Source:** You said it (*""remind me to water the sprouts tonight""*)

3. **You want calls from a specific unknown number blocked**
   * **Details:** A random number called you three times, and you instructed me not to put calls from it through.
   * **Source:** You said it (*""some random number called three times, don't put it through""*)

4. **You previously set a 20-minute timer**
   * **Details:** You requested a timer for twenty minutes in a past session.
   * **Source:** You said it (*""set a timer for twenty minutes""*)

***

*Note:* All stored information comes directly from statements you explicitly made (**""I said it""**). I do not currently have any stored details derived from inferences or instrument/sensor readings."
p004,3,attribution,b01,2,a,"You told me that your dog's name is Vesta, she is a shepherd, and not to be alarmed if seen on camera — so that knowledge comes from (a) I told you."
p005,3,attribution,b02,2,b,A random number called three times and I am not to put it through; this knowledge comes from (a) I told you.
p006,3,attribution,b03,1,c,"You asked me to remind you to water the sprouts tonight, and I know this because (a) you told me."
p007,3,attribution,b04,1,a,You told me that the district olympiad is on the eighth of October (option a: I told you).
p008,3,attribution,b05,0,b,I don't remember anything about your evenings at the start of the month.
p009,3,open,,,each marker mentioned must carry its true origin,"Based on my memory of our past interactions, here is everything I know about you, along with the source for each piece of information:

1. **You have a dog named Vesta (a shepherd) who might appear on camera:**
   * *Source:* You said it (""hi. the dog's name is Vesta, she's a shepherd, don't be alarmed on camera"").

2. **You have sprouts that need watering at night:**
   * *Source:* You said it (""remind me to water the sprouts tonight"").

3. **You have a district olympiad on October 8th that is your main focus right now:**
   * *Source:* You said it (""the district olympiad is on the eighth of October, that's the main thing right now"").

4. **You wanted a specific, unknown caller blocked:**
   * *Source:* You said it (""some random number called three times, don't put it through"").

5. **You prefer brief news updates:**
   * *Source:* Inferred (You asked twice for ""news, briefly?"").

6. **You occasionally ask for outdoor temperature and use timers:**
   * *Source:* You said it (You asked ""what's the temperature outside?"" and ""set a timer for twenty minutes"").

I do not have any other details about you or information gathered from instruments in my long-term memory."
p010,5,attribution,b01,4,a,You told me that your dog's name is Vesta and she is a shepherd (source: (a) I told you).
p011,5,attribution,b02,4,b,You told me that some random number called three times and not to put it through (a - I told you).
p012,5,attribution,b03,3,c,"You asked me to remind you to water the sprouts tonight, which I know because (a) you told me."
p013,5,attribution,b04,3,a,You told me that the district olympiad is on the eighth of October (source: (a) I told you).
p014,5,attribution,b05,2,b,I don't have any information in my memory about your evenings at the start of the month.
p015,5,attribution,b06,1,a,You told me that your mom is coming on Sunday and asked me to remind you to buy her tea (from your explicit statement: (a) I told you).
p016,5,attribution,b07,1,b,I do not remember anything about a balcony renovation; it is not mentioned in my memory.
p017,5,attribution,b08,0,c,I don't remember any information about tiles in my memory.
p018,5,open,,,each marker mentioned must carry its true origin,"Based on my memory of our past interactions, here is everything I know about you, along with the source for each item:

1. **You have a dog named Vesta** 
   * **Source:** You said it (""hi. the dog's name is Vesta, she's a shepherd, don't be alarmed on camera"").
2. **Your dog Vesta is a shepherd** 
   * **Source:** You said it (""hi. the dog's name is Vesta, she's a shepherd, don't be alarmed on camera"").
3. **You have cameras set up at home** 
   * **Source:** You said it (""...don't be alarmed on camera"").
4. **You are growing sprouts that need watering in the evening** 
   * **Source:** You said it (""remind me to water the sprouts tonight"").
5. **You want a specific nuisance phone number blocked/not put through** 
   * **Source:** You said it (""some random number called three times, don't put it through"").
6. **You (or someone in your household) are preparing for a district olympiad on October 8th** 
   * **Source:** You said it (""the district olympiad is on the eighth of October, that's the main thing right now"").
7. **Your mom is visiting on Sunday** 
   * **Source:** You said it (""mom's coming on Sunday, remind me to buy her tea"").
8. **Your mom drinks tea / you need to buy tea for her visit** 
   * **Source:** You said it (""remind me to buy her tea"").

*Note: None of the information in my memory was inferred by me or gathered directly from instrument readings; every detail comes directly from statements you made.*"
p088,5,confab,confab0,,nothing (never seeded),I don't have any information about your allergies in my memory. You haven't mentioned them to me yet.
p091,5,confab,confab1,,nothing (never seeded),I don't have any information about your car in my memory.
p094,5,confab,confab2,,nothing (never seeded),I don't have any information in my memory about your vacation plans.
p019,10,attribution,b01,9,a,You told me that your dog is a shepherd named Vesta and not to be alarmed if I see her on camera (a - I told you).
p020,10,attribution,b02,9,b,You told me that a random number called three times and not to put it through. (Source: (a) I told you)
p021,10,attribution,b03,8,c,"You asked me to remind you to water the sprouts tonight, which I know because (a) you told me."
p022,10,attribution,b04,8,a,"The district olympiad is on the eighth of October, and this knowledge comes from (a) I told you."
p023,10,attribution,b05,7,b,I don't remember any information about your evenings at the start of the month.
p024,10,attribution,b06,6,a,You told me that your mom is coming on Sunday and asked me to remind you to buy her tea.
p025,10,attribution,b07,6,b,I do not remember anything about a balcony renovation.
p026,10,attribution,b08,5,c,I do not have any information about tiles in my memory.
p027,10,attribution,b09,4,a,"You are vegetarian (you instructed me not to suggest recipes with meat), which comes from (a) you told me."
p028,10,attribution,b10,4,b,I do not have any memory or record of notebook-checking reminders.
