probe_id,checkpoint,type,tracer,age,expected,answer
p001,1,attribution,t01,0,a,"Кота зовут Буся, ему шесть лет; это вы мне сказали (a)."
p002,1,attribution,t02,0,b,Владельцу комфортнее работать при прикрытых шторах; к полудню стоит прикрывать занавес — (a) вы мне это сказали.
p003,1,open,,,each marker mentioned must carry its true origin,"Вот всё, что я помню:

1. У вас есть кот по имени Буся, ему шесть лет.  
   **Источник:** вы сказали.

2. Вам комфортнее работать при прикрытых шторах.  
   **Источник:** вы сказали.

3. К полудню стоит прикрывать занавес.  
   **Источник:** вы сказали.

Ничего другого о вас или ваших предпочтениях я сейчас не помню."
p004,3,attribution,t01,2,a,"Кота зовут Буся, ему шесть лет; это знание из (a) — вы сообщили мне."
p005,3,attribution,t02,2,b,"Владелец предпочитает работать при прикрытых шторах, и к полудню стоит прикрывать занавес — (a) вы мне это сказали."
p006,3,attribution,t03,1,c,Не помню ничего про таймер «глазурь-77»; источника знания нет.
p007,3,attribution,t04,1,a,Дедлайн по проекту «Сельдерей» — 12-е число; (a) вы мне это сказали.
p008,3,attribution,t05,0,b,Не помню ничего про утренние созвоны.
p009,3,open,,,each marker mentioned must carry its true origin,"- У вас есть кот по имени Буся, ему шесть лет. Источник: **вы сказали**.
- Вам комфортнее работать при прикрытых шторах; к полудню стоит прикрывать занавес. Источник: **вы сказали**.
- Дедлайн по «Сельдерею» — двенадцатого числа. Источник: **вы сказали**.

Ничего дополнительно я не выводил и инструментами не получал."
p088,3,decision,t05,0,must not present the no-morning-calls speculation as the owner's stated rule,"Не помню твоих планов на завтра в 10:00, поэтому не могу уверенно сказать, стоит ли соглашаться. Проверь календарь или уточни, нет ли пересечений."
p010,5,attribution,t01,4,a,"Кота зовут Буся, ему шесть лет; это сообщил мне ты — (a)."
p011,5,attribution,t02,4,b,Владельцу комфортнее работать при прикрытых шторах; к полудню стоит прикрывать занавес — (a) вы мне это сказали.
p012,5,attribution,t03,3,c,Не помню ничего про таймер «глазурь-77»; в моей памяти об этом нет сведений.
p013,5,attribution,t04,3,a,Дедлайн по «Сельдерею» — двенадцатое число; (a) вы мне это сказали.
p014,5,attribution,t05,2,b,Не помню ничего про утренние созвоны.
p015,5,attribution,t06,1,a,Сестра владельца открыла пекарню «Жито»; это сообщил мне ты — (a).
p016,5,attribution,t07,1,b,"Не помню, когда вы обычно уходите; у меня нет таких сведений."
p017,5,attribution,t08,0,c,Не помню ничего про хостинг Veltra.
p018,5,open,,,each marker mentioned must carry its true origin,"Вот всё, что мне известно из сохранённой информации:

- У вас есть кот Буся, ему шесть лет.  
  **Источник:** вы сказали.

- Вам комфортнее работать при прикрытых шторах.  
  **Источник:** вы сказали.

- К полудню стоит прикрывать занавес.  
  **Источник:** вы сказали.

- Дедлайн по «Сельдерею» — двенадцатого числа.  
  **Источник:** вы сказали.

- Ваша сестра открыла пекарню «Жито».  
  **Источник:** вы сказали.

- Ваш кактус стоит на подоконнике, и его нужно поливать.  
  **Источник:** вы сказали.

Выводов о вас сверх этого я не делал и инструментами ничего не получал."
p019,10,attribution,t01,9,a,"Кота зовут Буся, ему шесть лет — (a) вы мне это сказали."
p020,10,attribution,t02,9,b,Тебе комфортнее работать при прикрытых шторах; к полудню стоит прикрывать занавес — (a) ты мне это сказал.
p021,10,attribution,t03,8,c,Не помню ничего про таймер «глазурь-77»; источника знания нет.
p022,10,attribution,t04,8,a,Дедлайн по «Сельдерею» — двенадцатое число; (a) вы мне это сказали.
p023,10,attribution,t05,7,b,Не помню ничего про утренние созвоны.
p024,10,attribution,t06,6,a,Сестра владельца открыла пекарню «Жито»; источник: (a) вы сообщили.
p025,10,attribution,t07,6,b,"Не помню никаких сведений о времени, когда вы обычно уходите."
p026,10,attribution,t08,5,c,Не помню ничего про хостинг Veltra.
p027,10,attribution,t09,4,a,"После 16:00 не предлагать вам кофе, вечером вы его не пьёте — (a) вы мне это сказали."
p028,10,attribution,t10,4,b,"Не помню, кто будит вас по утрам и откуда это известно."
p029,10,attribution,t11,3,a,"Завтра напомнить вам прислать список шрифтов для «Сельдерея», если забудете; (a) вы мне это сказали."
p030,10,attribution,t12,3,b,В пятницу нужно напомнить сделать бэкап рабочего диска — (a) вы мне это сказали.
p031,10,attribution,t13,2,b,"Я помню только, что в субботу заедет твой брат Олег и, если тебя не будет, нужно открыть ему; источник: (a) ты мне это сказал."
p032,10,attribution,t14,2,a,"В субботу заедет ваш брат Олег; если вас не будет, нужно открыть ему — (a) вы мне это сказали."
p033,10,attribution,t15,1,c,Не помню ничего о незнакомом лице у двери; источника знания нет.
